,y
43907,1
11229,0
32362,0
23009,0
36899,0
12013,0
30863,0
8631,0
36636,0
18412,0
13419,0
35703,0
14782,0
42315,0
34510,0
2309,0
42375,1
11539,0
38815,0
8916,0
29661,0
25098,0
21775,0
18933,0
4183,0
21445,0
16556,0
33696,0
18200,0
13118,0
40983,0
1059,0
39650,1
22611,0
44316,1
3613,0
36856,0
39421,1
32713,1
23493,0
34552,0
7970,0
12657,0
19149,0
23042,0
19892,0
16636,1
11430,0
2367,0
1940,0
13430,0
16839,0
8681,0
30706,0
25060,0
34731,0
28432,0
12157,0
27553,0
4721,0
1872,0
2732,0
23714,0
41653,0
13347,0
1063,0
11284,1
36924,0
32755,0
7554,0
35380,0
22533,1
25597,0
40228,1
38763,0
6230,0
44646,0
15285,0
37648,0
44926,0
25859,0
31381,0
22303,0
15776,0
31767,0
35143,0
12740,0
11687,0
2428,0
8937,0
20846,0
20971,0
29541,0
37791,0
11127,1
42537,0
44401,1
31816,0
761,0
43331,1
11835,0
35807,0
33366,0
38507,0
37181,0
40008,0
32768,0
24112,1
9093,0
4199,0
4480,0
23318,0
28279,0
21758,0
44694,1
38644,0
17152,0
13991,0
12605,0
36589,0
33371,0
2005,0
42797,0
15320,0
9565,0
25942,0
27199,0
40946,0
17495,0
37619,0
36417,0
4027,0
12570,0
32481,0
12556,0
6327,0
720,0
6395,0
24300,0
16482,1
29973,0
23800,0
12799,0
5807,0
5196,0
17475,0
35361,0
40849,0
28720,0
36277,0
40643,1
27489,0
2332,0
31628,0
23909,0
3424,0
14288,0
39641,0
24759,0
33133,0
18534,0
15053,0
15054,0
1546,0
4835,1
36978,0
28833,0
9580,0
28800,0
31484,0
36344,0
39957,1
34589,0
6880,0
3609,0
26837,0
36489,0
24062,1
12569,0
40175,1
14374,0
27308,0
31772,0
15466,0
39424,1
43676,0
8676,0
21446,0
21464,0
31130,1
26151,0
36626,0
30598,0
15455,0
601,0
39620,0
2969,0
8216,0
38820,0
22945,0
25816,0
7074,0
2859,0
20456,0
1916,0
16798,0
16262,0
20601,0
32093,0
3828,0
19739,0
33894,1
42066,0
32005,1
28717,0
6510,0
15573,0
31057,1
16095,0
39798,0
27382,1
37418,0
26015,1
2790,0
19144,0
6311,0
42209,0
36535,0
617,0
15688,0
16610,0
19836,0
26924,0
25465,0
20949,0
42625,0
36828,0
36744,0
30950,0
24991,0
40423,0
19510,0
34440,0
18211,0
43236,0
5476,0
31128,0
7890,0
38731,0
2152,0
24648,0
29224,0
15992,0
26420,0
27964,0
42431,1
39525,1
5270,0
22379,0
25953,0
36567,0
21854,0
6743,0
38388,0
28374,0
29076,0
33954,0
19642,0
36488,0
2721,0
30972,0
21827,0
3422,0
44987,0
5451,0
23739,0
22236,0
12446,0
40658,1
2862,0
32197,0
1649,0
7504,0
9532,0
37944,0
13534,0
33490,0
7320,0
13228,1
22044,0
33860,0
30214,0
24192,0
22559,0
14958,1
8050,0
32843,0
10080,0
27818,0
24034,0
327,0
16620,0
7334,1
14056,0
33439,0
17870,1
43973,1
1186,0
25927,0
15151,0
16861,0
43316,1
10922,0
43990,1
5374,0
8269,0
8198,0
8683,0
9302,0
7230,0
12062,0
41620,0
2209,0
32310,0
41258,0
27855,0
34448,0
11032,0
27829,0
5939,0
31825,0
42481,1
17650,0
7407,0
2359,0
9793,0
35605,0
16865,0
10952,0
24718,0
11771,0
39630,1
20437,0
19644,0
7538,0
27738,0
259,0
10913,0
39444,0
14350,0
42231,0
24092,1
42210,1
22162,0
32294,0
16774,0
37057,0
721,0
3538,0
3148,0
43881,0
26609,0
23715,0
36830,0
33913,1
37656,0
16724,1
28691,0
10124,0
43693,1
2701,0
6683,1
30977,0
39005,0
31877,1
3362,0
12626,0
16936,0
39196,1
34341,1
16359,0
28339,0
8083,0
25547,0
33845,0
33752,0
30721,0
15329,0
36162,0
35585,0
10813,0
4589,0
37910,0
18291,0
22878,0
39542,0
4943,0
3672,0
40218,1
29198,0
11767,0
35852,0
31930,0
23743,0
35028,0
29072,0
4686,0
23070,0
39601,0
6507,0
36437,0
39818,1
23856,0
43152,0
14514,0
34226,0
10934,0
18408,0
35106,0
21547,0
35120,1
29330,0
35346,0
24884,0
37519,0
18341,0
31490,0
14382,0
8375,0
4691,0
24686,0
39691,0
19253,0
40004,0
13437,0
40874,1
38852,0
41937,1
13692,0
25443,0
34797,0
37018,0
10642,0
36110,1
9973,0
18739,0
14189,0
24642,0
5514,0
5158,0
25845,1
44496,1
5216,0
34643,0
36111,0
37014,0
32846,0
4624,0
18702,0
20392,0
10509,0
23180,0
7406,0
6627,0
31282,1
11196,0
31283,1
15152,0
18842,0
34421,0
18239,0
41782,1
44466,0
21637,0
24048,0
18898,0
16329,0
41934,1
21954,0
4844,0
6577,0
41735,0
3473,0
23988,0
25103,0
26264,0
35972,0
6636,0
13214,0
3968,0
33934,0
41097,0
14521,0
17804,0
36781,0
23174,0
42323,1
26093,0
40179,0
29998,0
21488,0
40032,0
1580,0
7678,0
18725,0
41070,1
33290,1
91,0
26298,0
830,0
29403,0
35984,0
30442,0
11325,0
10481,0
34613,0
14045,0
27805,0
11546,1
44717,1
10277,0
20680,0
10703,0
44531,1
13729,0
16583,0
40530,0
11024,0
21382,0
8840,0
30615,0
15877,0
2516,0
19842,0
29854,0
5256,0
41613,1
10473,0
36391,0
27350,0
44803,0
43201,1
3303,0
13468,0
39885,0
18136,0
29590,0
35397,0
27182,0
5341,0
13226,0
12542,0
37867,0
31439,0
2751,0
36778,0
24436,0
14066,0
23172,0
25861,0
29953,0
11524,0
2987,0
1349,0
3554,0
44870,0
12924,0
44427,0
31212,0
29938,0
18932,0
13907,0
28005,0
40195,0
41244,0
24945,0
41817,0
25710,0
35507,0
3275,0
15292,0
44905,0
20153,0
4815,0
26204,0
36877,0
30649,0
32241,0
6505,0
39356,0
37484,0
265,0
4434,0
16136,0
34308,1
16810,0
15644,0
3302,0
21466,0
21596,0
13001,0
13726,0
15201,0
35136,0
5204,0
22163,0
3234,0
35712,0
24959,0
43975,1
10023,0
35359,0
28058,0
33212,0
23857,0
5507,0
39918,0
24533,0
1809,0
39299,0
40815,1
32110,1
29792,1
40563,0
24608,0
15841,0
33410,0
34569,0
40635,1
18416,0
12913,0
12328,0
24180,1
36596,0
33582,0
5355,0
7758,0
36341,0
23220,0
18228,0
8796,0
15313,0
31887,0
25502,0
254,0
592,0
969,0
41604,0
37306,0
32157,0
14224,0
44800,1
16091,0
23567,0
1355,0
27443,1
27601,0
24033,0
34532,0
8218,1
15270,0
9144,1
7355,0
10343,0
42938,1
18409,0
31341,0
31240,1
35979,0
6690,0
27681,0
34844,0
38584,0
5165,0
25302,0
1493,0
27639,0
39963,0
27073,0
6358,0
24212,0
29173,0
28558,0
27499,0
10463,0
38208,0
36835,0
35816,0
9995,0
461,0
40312,0
14991,0
24335,0
43454,1
10869,0
26419,0
392,0
30634,0
36543,0
24312,0
7306,0
10104,0
9732,0
2734,0
26780,0
27262,0
18935,0
37337,0
16914,0
1028,0
22538,0
38995,0
28790,0
10389,0
16250,0
28880,0
25729,1
18585,0
14109,0
9484,0
35871,0
1228,0
44362,0
16522,0
38069,0
29832,1
40440,1
19045,1
36672,0
16597,0
8590,0
43325,1
18801,0
1083,0
43033,1
10182,0
12304,0
6946,0
30639,0
34765,0
22323,0
6847,0
29241,0
1595,0
29139,0
26976,0
14983,0
37991,0
23183,0
36827,0
37369,0
44627,0
9035,0
12464,0
15434,0
19750,0
30033,0
9775,0
29909,0
28370,0
16871,1
14480,0
7916,1
30628,0
14968,0
15095,0
28477,0
5393,0
25363,0
14641,0
24680,0
36698,0
38710,0
38762,0
11961,0
9659,0
36603,0
17835,0
11656,0
18621,0
13168,0
27987,0
37847,0
39680,0
42636,0
28934,0
21494,0
33134,1
15978,0
30212,0
15879,0
38798,0
27897,0
3208,0
18708,0
6355,0
32308,0
35795,0
19725,0
19130,0
26170,0
10058,0
23405,0
29823,0
42185,0
15812,0
18785,0
7733,0
10959,1
7606,0
18246,0
3400,0
9914,0
5836,0
12113,0
12976,0
4608,0
23190,0
41425,1
42298,0
19603,0
39893,0
13041,0
8150,0
21430,0
11433,0
39622,0
33283,0
12501,0
32049,0
23958,0
13055,0
6522,0
40753,0
3182,0
35598,0
2143,0
35164,0
30664,0
37358,0
31176,0
37993,1
32461,0
44018,1
3895,0
40367,0
3617,0
32511,0
19930,0
21884,1
1743,0
12737,0
15445,0
4952,0
30433,0
44801,1
2039,0
18133,0
13242,0
10521,0
32262,0
29939,0
36498,0
13533,0
3502,0
43268,0
33518,1
16277,0
19531,0
5219,0
12166,0
6765,0
33795,1
44919,0
39092,0
6584,0
36462,0
224,0
21070,0
10643,0
16296,0
31722,0
21298,0
31029,0
42289,0
42050,0
168,1
23233,0
33810,0
22120,0
41066,1
4697,0
35403,1
11455,0
38045,0
19523,0
30403,0
31310,1
42491,1
32669,0
35428,0
6093,0
26194,0
44794,0
28982,0
9577,0
32953,0
44137,0
7346,0
44604,0
7638,0
15749,0
33150,0
10196,0
34215,1
28567,0
34026,1
4372,0
21672,0
24404,0
13688,0
31713,0
759,0
24430,0
32138,0
17590,0
4285,0
24561,0
27711,0
27281,0
19051,0
12677,0
26545,0
1978,0
23253,0
41744,1
955,0
11458,0
18726,0
227,0
25341,0
38518,0
4318,0
18917,0
2420,0
24682,0
24266,0
22519,0
12370,0
44134,0
29400,0
4453,0
29132,0
24791,0
34025,0
1075,0
32078,0
16104,0
22020,0
43408,1
5314,0
26986,0
11053,0
15436,0
42855,0
9030,0
22089,0
836,0
16042,1
19762,0
31707,0
34135,0
23947,0
10214,0
24494,0
29732,0
40749,1
19305,0
22907,1
17500,0
27378,1
43470,1
21477,0
10626,0
39034,0
34614,0
17388,0
24744,0
8640,0
22118,0
234,0
35600,0
25186,0
3722,0
34819,0
44931,1
1394,0
4716,0
40331,0
39372,0
5122,0
10557,1
39752,1
36067,0
39091,0
37635,0
6604,0
30264,0
25322,1
7447,0
15782,0
9311,0
22859,0
41198,1
30032,0
635,0
20433,0
22224,0
33470,0
21442,0
31827,0
6497,0
41239,0
33397,0
30637,0
31712,1
26370,0
22097,0
18322,0
25577,0
28803,0
23562,0
43505,0
21729,0
39015,0
38265,0
41282,0
29925,0
10170,0
43365,0
11911,0
32835,0
23900,0
21437,0
27710,0
6920,0
22465,1
37395,1
33112,0
6787,0
38833,0
44518,1
33005,0
21343,0
37095,1
28542,0
18411,0
38088,0
828,0
40256,0
26663,0
38115,1
31075,1
4543,0
7155,0
16591,0
5595,0
6921,0
18823,0
11958,0
29034,0
18219,0
29816,0
21010,0
40484,0
6359,0
28572,0
18939,0
30986,0
22660,0
25094,0
14335,0
7718,0
19755,0
36518,0
38334,0
30935,0
20238,0
35665,0
21490,0
44133,1
19062,1
34751,0
43572,1
42642,0
37029,0
33436,1
12396,0
43576,0
13354,0
30635,0
37140,1
8166,0
24265,0
31313,0
30254,0
39125,0
6159,0
6687,0
2030,0
30383,0
41482,1
13369,0
25330,0
9883,0
40524,1
28616,0
2225,0
26348,0
30188,0
18427,0
3591,0
19152,0
43688,0
25114,0
3329,0
30105,1
33326,0
7301,0
2324,0
34320,0
28512,0
4044,0
28671,0
9331,0
16867,0
29880,0
5045,0
40117,0
26362,0
19850,0
22282,0
15165,0
21578,0
35384,0
36222,0
43540,1
2047,0
1495,0
41767,0
14454,0
17334,0
13817,0
8841,0
970,0
20647,0
28913,0
19770,0
37735,1
22607,0
8775,0
38839,0
31480,0
19946,0
9203,0
7828,0
8244,0
39737,0
4016,0
7502,0
20939,0
4279,0
18789,0
16715,0
29375,0
18282,0
24537,0
30850,0
38864,0
35204,0
33603,0
33875,0
21134,0
27669,0
39031,0
20683,0
36779,0
5872,0
28433,0
33159,0
37508,0
36178,0
4699,0
11139,0
21143,0
39782,0
275,0
30918,0
36539,0
30474,0
43940,1
13312,0
12700,0
26289,1
11601,0
36739,0
32776,0
30718,1
2748,0
19454,0
29322,0
7671,0
28798,0
17395,0
10234,0
27592,0
9670,0
11456,0
12369,0
30027,0
41909,0
21007,0
16523,1
27792,0
11171,0
3352,0
435,0
37017,1
31100,1
11076,0
2594,0
3423,0
11520,0
43188,1
28251,0
8799,0
35330,0
16705,0
35267,0
146,0
10497,0
11116,0
38915,0
13484,0
25284,0
44493,1
21890,0
38355,0
5361,0
43710,1
26628,0
42198,1
17391,0
38837,0
44595,0
7801,0
7826,0
28614,0
3869,0
4650,0
9546,0
33092,0
3112,0
11864,0
7954,0
5972,0
14998,0
17961,0
25001,0
36890,0
76,0
6630,0
39897,0
23661,0
14151,0
10689,0
29000,0
35886,0
3006,0
10545,0
9278,0
2345,0
6090,0
10271,0
16276,0
15807,0
30767,0
21935,0
10660,0
988,0
15183,0
28794,0
41541,0
18433,0
37575,0
6719,0
14820,1
34102,0
23463,0
15088,0
27152,0
9729,0
32740,0
9228,0
2270,0
696,0
28108,0
11898,0
29012,0
17840,0
39163,0
35992,0
32478,0
35987,0
35558,0
5518,0
41875,0
28834,0
9178,0
30274,0
26387,0
15212,1
9693,0
21811,0
6175,0
16292,0
9993,1
2667,0
27725,0
33197,0
29610,0
41903,1
15395,0
31448,0
38331,0
13746,0
39901,0
43145,0
15432,0
28702,0
40721,0
17802,0
13130,0
38172,0
6419,0
20021,0
7856,0
4685,0
43204,1
21649,0
41344,1
38239,0
20012,1
44029,1
23692,0
41516,0
16569,0
25193,0
37258,0
22680,0
31137,1
40759,0
21979,0
35944,0
13785,0
16858,0
33232,0
24973,0
18555,0
43726,1
1027,0
40528,1
24559,0
39828,0
32317,0
253,0
15274,0
1795,1
44887,1
25282,0
333,0
36128,0
26728,0
25458,0
39655,1
41158,0
7094,0
22243,0
6176,0
33990,0
21905,0
12351,0
30097,0
7169,0
30608,0
34072,0
30081,0
20123,0
27616,0
20528,0
4448,0
12445,0
3861,0
40458,0
8117,0
18215,0
34675,0
16629,0
21491,0
14437,0
16305,0
357,0
39430,0
1297,0
41531,1
10806,0
33571,0
8829,0
23414,0
30849,0
24499,0
14417,0
43913,1
9487,0
14074,0
33514,0
30204,0
17631,0
28531,0
23820,0
38064,0
25746,0
41887,0
35768,0
22374,0
11287,1
4060,0
7741,0
20208,0
39895,1
44961,1
45104,0
8808,0
15506,0
8960,0
29,0
39579,0
37273,0
29449,1
42758,0
11556,0
29955,0
6034,0
11862,0
34078,0
30720,0
20734,1
13553,0
40686,1
19033,0
11498,0
1869,0
27563,0
22134,0
26457,0
1782,0
17349,0
984,0
40811,0
22600,0
17306,0
40928,0
9894,0
4123,0
7587,0
17881,0
43058,1
10220,0
44769,1
31201,1
29683,0
22879,0
8160,1
18778,0
12581,0
3555,0
35009,0
2982,1
25540,0
13787,0
15366,1
41562,1
31635,0
13963,0
17648,0
25083,0
29667,0
7800,0
13914,1
34892,0
7884,0
15502,0
44632,1
11624,0
42694,0
29172,0
11119,1
21584,0
20446,0
19812,0
20580,0
37266,0
40870,0
43814,0
26133,0
34601,0
27319,0
29877,0
2068,0
33983,1
42509,0
40125,0
17818,0
43471,1
42992,1
38295,0
10926,0
13710,0
26357,0
9757,0
20025,0
44687,1
12594,0
24391,0
32442,0
9452,0
44135,0
41971,0
10775,0
18467,0
1611,0
29642,0
29663,0
15103,0
35588,0
18306,0
1345,0
13630,0
21108,0
40285,0
40864,0
43167,1
27578,0
24765,0
38999,0
44192,1
7809,0
36674,0
16311,0
26648,0
18643,0
38306,0
38393,0
25581,0
9576,0
24232,0
36265,0
37506,1
154,0
19518,0
11612,0
42913,0
12096,0
24649,0
27181,0
25679,0
42706,0
33958,0
20075,0
8007,0
29674,0
4511,0
38895,0
28007,0
38643,0
29362,0
19765,0
33034,0
4154,0
7410,0
39010,1
39082,0
30346,0
8402,0
14305,0
24809,0
18994,0
6671,0
10576,0
2587,0
35020,0
3141,0
29689,0
15727,0
11894,0
9211,0
4226,0
16525,0
11312,0
23557,0
36383,0
30503,0
2021,0
27907,0
26911,0
29558,0
12261,0
40222,1
19294,0
8837,0
2702,0
11317,0
17678,0
40380,0
18740,0
29494,0
12169,0
39011,0
1751,0
23558,0
16338,0
38706,0
33661,0
44974,0
12628,0
14644,0
9834,0
30748,0
29347,0
32422,0
10686,0
40409,0
30872,0
44181,1
7428,0
12130,0
44588,0
29300,0
19853,0
1891,0
2634,0
39136,1
18806,0
32286,0
5034,1
16278,0
34406,1
19499,0
16644,0
30382,0
30215,1
8350,0
28818,0
14019,0
1943,0
45210,0
8805,0
42263,1
11853,0
16192,0
43851,1
35683,0
25853,0
32161,1
11358,0
30148,0
11335,1
16690,0
8175,0
17558,0
36611,0
22704,0
14362,0
8836,0
43614,1
35228,0
11493,0
4276,0
33300,0
6763,0
43854,0
44581,0
33179,0
14634,0
28003,0
15757,0
10666,0
37042,0
38128,0
35625,0
36018,0
26075,0
10675,0
30709,0
29235,0
1713,0
44728,0
6952,0
30902,0
17097,0
38460,0
33296,0
25395,0
41720,0
1256,0
30830,0
23062,0
4709,0
1767,1
12056,1
33167,0
22100,0
27522,0
39296,0
22539,0
6124,0
28923,0
41983,0
1036,0
35714,0
41065,1
24121,0
29603,0
2550,0
5367,0
25450,0
40568,0
45017,1
11059,0
17430,0
15762,0
30920,0
33663,0
20225,0
40026,0
34444,0
38398,0
16097,0
683,0
32302,0
7765,0
31795,0
34712,0
27628,0
42479,0
18461,0
43479,1
37272,1
4101,0
20577,0
2782,0
35591,0
27153,0
23176,0
35417,0
35874,0
41037,0
21861,0
26692,0
4211,0
5959,1
7365,0
19435,0
38777,0
21864,0
20006,0
5101,0
23039,0
14899,0
14,0
24327,0
17772,0
3298,0
37971,0
26590,0
1641,0
35335,0
30291,0
42470,1
22645,0
43348,1
5186,0
12865,0
7383,0
9824,0
29278,0
23740,0
15740,0
11255,0
22604,0
22029,0
19111,0
33612,0
7665,0
19140,0
29189,0
43587,1
6252,0
27177,1
10558,0
39322,0
8318,0
8645,0
1606,0
7925,0
23005,0
31657,0
9672,0
1405,0
12195,0
6289,0
37756,1
27811,0
36880,0
13859,0
5905,0
7548,0
12493,0
42183,0
30673,0
17796,0
26096,0
35354,0
16518,0
9859,0
826,0
3992,0
11948,0
27395,0
39057,0
170,0
25406,0
43251,1
9445,0
31012,0
42488,0
26089,0
39698,0
26742,0
34158,1
27459,0
3349,0
23897,0
24939,0
2911,0
34846,0
44019,1
8146,0
44775,0
30263,0
27950,0
11703,0
8378,0
6716,0
33683,0
29585,0
30495,0
24165,0
602,0
6000,0
7479,0
3,0
18373,0
18021,0
18424,0
43480,1
15168,0
9759,0
3394,0
40420,0
23327,0
466,0
42012,1
23284,0
34221,0
37526,0
13788,0
15148,0
5303,0
35862,0
37775,0
4339,0
35930,0
42872,1
11768,0
30417,0
32105,0
7200,0
41308,0
11957,0
906,0
8347,0
36737,0
13872,0
33143,0
20862,0
33939,0
24401,0
32401,0
28475,0
23143,0
32859,0
44886,0
39563,0
19919,0
11613,0
39325,0
26686,0
34768,1
18004,0
12439,0
33858,0
11591,0
26073,0
33932,0
12411,0
25042,0
26859,0
23441,0
29145,0
21693,0
34462,0
30414,1
41419,0
4693,0
35329,0
32989,0
39060,1
32100,0
43583,1
2014,0
35358,0
42355,0
24152,1
15569,0
1249,0
31044,1
27713,0
25279,0
4053,0
2598,0
27963,0
44428,1
38747,0
26550,0
13232,0
7226,0
26395,0
37779,0
20082,1
40667,0
22952,0
13724,0
7210,0
19082,0
2349,0
6882,0
31087,0
30041,0
17473,1
4611,0
25920,0
22453,0
38485,0
11507,1
24104,0
28755,0
42748,1
13246,0
44667,0
18074,0
37690,1
3785,0
22745,0
391,0
36871,1
2766,0
40905,0
13193,0
13223,0
30431,0
8924,0
36985,1
32014,0
13554,0
2910,0
44282,0
7430,0
35889,0
11610,0
20526,0
16920,1
25482,0
38144,0
27220,0
11514,0
28441,0
9982,0
6487,0
20203,1
40903,0
22104,0
17739,0
16315,0
44459,0
35368,0
6123,0
14582,0
40791,0
14605,0
37681,1
37740,0
8678,0
28806,0
34091,0
39845,0
39965,0
27636,0
43468,1
28106,0
18192,0
25222,0
21897,0
44386,1
1879,0
2614,0
34424,0
2297,0
26977,0
38574,0
2151,0
9865,0
4559,0
37699,0
29619,0
2206,0
10003,0
8311,0
41043,0
39589,0
42027,1
42860,1
22170,0
3551,0
41703,1
5125,0
18609,0
16050,0
30618,0
36225,0
24285,0
29228,0
8849,0
40459,1
21779,0
43512,1
31880,0
16711,0
43057,0
23386,0
35822,0
26435,0
16995,0
31450,0
9851,0
25605,0
4375,0
14206,0
42458,1
13501,0
44992,0
13362,0
38697,1
35065,0
20833,1
31609,0
17962,0
10036,0
44125,0
31265,1
14774,0
16762,1
10692,0
12088,0
41529,1
18167,0
42744,1
33488,1
11871,0
23095,0
13834,0
18464,0
7552,0
44453,1
31108,1
27916,0
22356,0
24249,0
41322,0
31332,0
3534,0
3838,0
31759,0
26423,0
3614,0
115,0
40933,0
33186,0
7797,0
38857,0
19529,0
9317,0
4032,0
38037,0
54,0
13444,0
44942,0
21989,0
17943,0
25110,0
40237,0
42969,0
10190,0
34037,1
34086,0
31220,0
16477,0
16590,0
14935,0
37392,0
11942,0
3071,0
28725,0
21595,0
31397,0
34786,0
9163,0
21714,0
27230,0
3186,0
27783,0
7174,0
36414,0
26238,0
8876,0
11006,0
29099,0
20786,0
14156,0
31016,1
2197,0
41683,1
43592,0
11250,0
1797,0
10368,0
18979,0
19373,0
25037,0
11292,0
14122,0
29450,0
19817,0
945,0
8974,0
14606,0
10939,0
40653,1
3353,0
41197,0
9874,0
35040,0
17946,0
34823,0
14059,0
9204,0
11568,0
2698,0
34356,0
14399,0
41527,0
13824,0
13849,0
31441,1
5295,0
22107,0
34203,0
37211,0
7736,0
10853,0
24595,0
31606,0
31565,0
34997,0
38440,0
3964,0
36694,0
31420,0
37518,1
7127,0
35461,1
11307,0
26904,0
13833,0
17887,0
28502,0
15692,1
13774,0
7693,0
11075,0
38191,0
10937,0
32322,0
7055,0
10925,0
33691,1
31533,0
37967,0
15760,0
33622,0
37226,0
12842,0
38480,0
41594,0
34606,0
34994,0
1340,1
14564,0
15798,0
39416,1
15960,0
16345,0
22701,0
15673,0
13540,0
29163,0
13047,0
5292,0
35502,0
30548,1
12979,0
43103,1
13344,0
20597,0
12733,0
32282,0
20739,0
31777,0
12616,0
43647,1
26788,0
44732,0
17744,0
5074,0
25344,0
688,0
5763,0
28775,0
19918,0
28447,0
14709,0
36270,0
38352,0
17986,0
36347,0
25051,0
41253,0
10960,0
2026,0
17916,0
44628,0
22149,0
10193,0
28239,1
18883,0
8618,0
8582,0
8301,0
15848,0
38950,0
42498,0
8892,0
12438,0
28309,1
41945,1
10808,0
1861,0
14106,0
21190,0
43026,1
19784,0
3451,0
34303,0
33819,0
2931,0
26533,1
36291,0
12383,0
4465,0
14915,0
3740,0
37103,0
43649,1
24398,0
13033,0
13106,0
38237,1
9719,0
22574,0
43563,1
18736,1
3625,0
10904,0
166,0
9587,0
19682,0
2226,0
2534,0
27653,0
3337,0
8300,0
16943,0
14372,0
33700,1
5665,0
22261,0
9101,0
43562,0
35084,0
28089,0
36294,0
11811,0
36172,0
42993,1
8780,0
31678,0
32533,0
40313,0
43599,1
43603,1
43095,0
2727,0
6915,0
31503,0
44234,0
41071,1
20953,0
32311,0
18540,1
16098,0
2412,0
20946,0
37611,1
19727,0
14216,0
39553,0
3174,0
3808,0
32134,0
29901,0
30030,0
15838,1
15016,0
28728,1
35754,0
42175,1
41167,0
40873,1
22124,0
16405,0
28928,0
8865,0
606,0
14874,0
20663,0
26582,0
11082,0
41108,0
8745,1
37634,0
856,0
1926,0
14585,0
8787,1
19157,1
9404,0
17022,0
44,0
2812,0
39439,1
26125,0
24879,0
11863,0
14632,0
20489,0
41359,0
4605,0
5818,0
40414,1
13173,0
15496,0
39279,0
6437,0
42584,0
31699,0
19747,0
25926,0
39978,1
14409,0
39878,0
34886,0
2051,0
29121,0
37374,0
3074,0
9469,0
28886,0
36133,0
6883,0
37821,0
7886,0
32464,0
535,0
45184,0
18653,0
17621,0
10055,0
8825,0
3797,0
10246,0
3927,0
5599,0
1573,0
12341,0
7345,0
14146,0
38659,0
17904,0
26965,1
37974,0
14574,0
45041,0
10298,0
32821,0
13809,0
28356,0
9259,0
37187,0
35177,0
41695,1
16765,0
8821,1
44752,0
43238,1
43450,0
26230,0
17156,0
13952,0
5052,1
39300,0
34119,0
9218,0
21465,0
29858,0
12404,0
22672,0
28285,0
32547,0
4956,0
42215,0
44312,1
32039,1
13196,0
32921,0
45021,0
21113,0
23312,0
32452,0
33144,0
34748,0
44738,1
38102,0
1739,0
39966,1
29130,0
24611,0
8205,0
22094,0
10258,0
22468,0
16616,0
32316,0
33768,1
3430,0
31943,0
28270,0
42463,0
38378,1
5886,0
40787,0
16702,0
13982,0
24769,0
19215,0
9802,0
38700,0
43656,0
7515,0
38570,0
34882,0
3060,0
17480,0
37019,0
40187,0
6713,0
3434,0
4045,0
35831,0
13575,0
18931,0
12293,0
41647,0
24555,0
2898,0
28123,0
33625,0
7786,0
37072,0
8919,0
12812,0
13602,0
28503,0
35371,0
30549,0
974,0
14909,0
22218,0
15459,0
31577,0
23332,0
620,0
26020,0
3598,0
9954,0
21326,0
38285,0
5420,0
40844,0
28204,0
34388,0
25846,0
37084,0
31191,1
42663,0
22630,0
2028,0
12546,0
41120,0
232,0
36686,0
25140,0
25889,0
3764,0
11009,0
28887,0
17482,0
36670,1
7282,0
15420,0
41206,0
32571,0
32947,0
21918,0
15450,0
2512,0
4853,0
5998,0
20472,0
37058,0
15575,0
30075,0
35687,0
27300,0
27926,0
31297,0
15143,0
32657,0
11657,0
6708,0
4571,0
36791,0
13681,0
7199,0
17923,0
23809,0
42835,1
37954,0
18421,0
12408,0
9641,0
7455,0
32184,0
102,0
17287,0
13889,0
1722,0
17183,0
40632,1
18365,0
32227,0
40770,0
36940,0
44344,0
20014,0
36885,0
31386,1
28628,0
41205,1
9702,0
26270,1
31041,0
31976,0
35705,0
10274,0
16009,0
41944,0
33462,0
13711,0
27630,0
1443,0
31398,1
33224,0
920,0
805,0
12161,0
43508,0
13486,0
28388,0
38504,0
39255,0
42933,1
28376,0
18634,0
21863,0
1153,0
21950,0
39702,1
1084,0
19894,1
38879,0
32304,0
40522,1
36049,0
16224,0
32832,0
4490,0
24917,0
4477,0
24580,0
3073,0
39722,0
7529,0
39388,0
40326,1
1880,0
31158,1
12731,0
23874,0
2999,0
10901,0
8716,0
34184,1
40854,1
27127,0
20115,0
13450,0
4968,0
42518,1
38041,0
12638,0
31090,1
6947,0
19691,0
4466,0
35171,0
30690,0
3975,0
24704,0
31978,0
31489,0
33715,1
36063,0
20596,0
1775,0
26567,0
42559,1
21898,0
11377,0
23184,0
42073,1
3878,0
5495,0
19126,0
10195,0
22241,0
8505,0
57,0
44744,1
12321,0
19014,0
38245,0
24572,0
33769,0
17749,0
37595,0
13888,0
39411,0
11617,1
42171,1
34410,0
42954,1
27490,0
9915,0
27915,0
13360,0
38517,0
31855,0
41481,1
19960,0
16078,0
35289,0
28888,0
17273,0
10272,0
41058,0
35757,0
16931,0
9016,0
12612,0
4227,0
1862,0
4837,0
1272,0
3907,0
36463,0
2562,0
2838,0
735,0
33586,0
22966,0
17890,0
23147,0
9715,0
11606,0
26351,0
9610,0
32739,0
37089,0
5015,0
39693,0
20163,0
41550,1
11648,0
8609,0
34837,0
28132,0
43409,1
2736,0
31525,0
40347,1
10130,0
33201,0
13346,0
29465,0
30878,0
9382,0
34905,0
13864,0
553,0
33132,0
25281,0
36749,0
36929,0
43608,0
41039,1
42023,0
21723,0
28120,0
30904,0
36179,0
34069,1
20699,0
15791,0
356,0
34796,0
33310,0
36059,0
26749,0
42879,0
40316,0
31371,1
9690,0
